Word,Value
Christmas Trees,-0.0
Apartment Agents,-0.0
Churros,-0.0
Cideries,-0.0
Cigar Bars,-0.0
Circuit Training Gyms,-0.0
Civic Center,-0.0
Climbing,-0.0
Concept Shops,-0.0
Condominiums,-0.0
Day Spas,-0.0
DIY Auto Shop,-0.0
Currency Exchange,-0.0
Custom Cakes,-0.0
Anesthesiologists,-0.0
Customized Merchandise,-0.0
Customs Brokers,-0.0
Cycling Classes,-0.0
Czech,-0.0
Czech/Slovakian,-0.0
DJs,-0.0
Cuban,-0.0
DUI Law,-0.0
DUI Schools,-0.0
Damage Restoration,-0.0
Dance Schools,-0.0
Dance Studios,-0.0
Dance Wear,-0.0
Data Recovery,-0.0
Day Camps,-0.0
Cupcakes,-0.0
Cryotherapy,-0.0
Contract Law,-0.0
Cosmetology Schools,-0.0
Animal Physical Therapy,-0.0
Convenience Stores,-0.0
Conveyor Belt Sushi,-0.0
Cooking Classes,-0.0
Cooking Schools,-0.0
Cosmetic Dentists,-0.0
Cosmetic Surgeons,-0.0
Cosmetics & Beauty Supply,-0.0
Counseling & Mental Health,-0.0
Animal Assisted Therapy,-0.0
Countertop Installation,-0.0
Country Clubs,-0.0
Country Dance Halls,-0.0
Court Reporters,-0.0
Courthouses,-0.0
Crane Services,-0.0
Cremation Services,-0.0
Creperies,-0.0
Engraving,-0.0
WiFi_u'paid',-0.0
Medical Spas,-0.0
AcceptsInsurance_False,-0.0
Wine Tasting Room,-0.0
Wine Tours,-0.0
Women's Clothing,-0.0
Workers Compensation Law,-0.0
Wraps,-0.0
Yelp Events,-0.0
Yoga,-0.0
Ziplining,-0.0
Zoos,-0.0
AcceptsInsurance_NA,-0.0
Wine & Spirits,-0.0
AcceptsInsurance_None,-0.0
AcceptsInsurance_True,-0.0
AgesAllowed_NA,-0.0
AgesAllowed_None,-0.0
AgesAllowed_u'18plus',-0.0
AgesAllowed_u'19plus',-0.0
AgesAllowed_u'21plus',-0.0
AgesAllowed_u'allages',-0.0
Alcohol_'beer_and_wine',-0.0
Wine Tasting Classes,-0.0
Windshield Installation & Repair,-0.0
Alcohol_NA,-0.0
Wedding Planning,-0.0
Water Delivery,-0.0
Water Heater Installation/Repair,-0.0
Water Parks,-0.0
Water Purification Services,-0.0
Water Stores,-0.0
Water Suppliers,-0.0
Waterproofing,-0.0
Waxing,-0.0
Web Design,-0.0
Weight Loss Centers,-0.0
Windows Installation,-0.0
Well Drilling,-0.0
Wheel & Rim Repair,-0.0
Whiskey Bars,-0.0
Wholesale Stores,-0.0
Wholesalers,-0.0
Wigs,-0.0
Wildlife Control,-0.0
Wills,-0.0
Window Washing,-0.0
Alcohol_'full_bar',-0.0
Alcohol_None,-0.0
Medical Supplies,-0.0
BYOBCorkage_u'yes_corkage',-0.0
BYOB_False,-0.0
BYOB_NA,-0.0
BYOB_True,-0.0
BYOBCorkage_'no',-0.0
BYOBCorkage_'yes_corkage',-0.0
BYOBCorkage_'yes_free',-0.0
BYOBCorkage_NA,-0.0
BYOBCorkage_None,-0.0
